turf_id,polygon_geometry,total_orders_in_polygon
61cc5986-a4ac-48b8-b46e-db9d47f5f228,"POLYGON((8.36262222972247 49.0122288176755, 8.364598 49.010142, 8.36508 49.009089, 8.371412 49.002397, 8.378013 48.998678, 8.378495 48.997625, 8.380695 48.996385, 8.380425 48.993411, 8.389225 48.98845, 8.394378 48.98789, 8.395613 48.988757, 8.398567 48.989436, 8.404202 48.987822, 8.403448 48.985901, 8.40393 48.984848, 8.40592 48.987635, 8.408873 48.988314, 8.413545 48.988807, 8.417944 48.986325, 8.419662 48.986137, 8.420898 48.987004, 8.422888 48.989791, 8.424124 48.990657, 8.428796 48.991149, 8.432232 48.990774, 8.433468 48.99164, 8.435732 48.997401, 8.438205 48.999133, 8.440196 49.001919, 8.44638 49.00625, 8.444934 49.009411, 8.44516583785275 49.0100000307854, 8.446445 49.01325, 8.445481 49.015358, 8.442799 49.017652, 8.443554 49.019572, 8.441145 49.024839, 8.442382 49.025705, 8.440936 49.028865, 8.436261 49.028373, 8.433578 49.030667, 8.430622 49.029988, 8.426912 49.02739, 8.423406 49.027021, 8.419554 49.029191, 8.421063 49.03303, 8.420581 49.034083, 8.418862 49.03427, 8.417626 49.033403, 8.41075 49.034151, 8.406348 49.03663, 8.405111 49.035764, 8.404357 49.033845, 8.400166 49.032299, 8.397482 49.034591, 8.393291 49.033045, 8.388617 49.032552, 8.384426 49.031006, 8.382919 49.027167, 8.380448 49.025434, 8.377493 49.024754, 8.373304 49.023207, 8.37035 49.022526, 8.369114 49.02166, 8.364925 49.020113, 8.363419 49.016273, 8.360949 49.01454, 8.361431 49.013487, 8.36262222972247 49.0122288176755), (8.426912 49.02739, 8.428149 49.028256, 8.429595 49.025096, 8.435233 49.023481, 8.43647 49.024347, 8.436197 49.021374, 8.437643 49.018214, 8.43737 49.015241, 8.436615 49.013321, 8.439297 49.011027, 8.43895906743372 49.0101676218182, 8.438542 49.009107, 8.439506 49.007, 8.435796 49.004401, 8.433805 49.001615, 8.431541 48.995855, 8.427623 48.997284, 8.423433 48.995738, 8.420478 48.995059, 8.41897 48.991219, 8.417734 48.990352, 8.416016 48.99054, 8.411617 48.993021, 8.408663 48.992342, 8.407427 48.991475, 8.404473 48.990796, 8.397602 48.991543, 8.392931 48.991051, 8.391213 48.991237, 8.385849 48.995825, 8.382684 48.999171, 8.381719 49.001278, 8.378554 49.004624, 8.374153 49.007104, 8.37147 49.009396, 8.37026650483078 49.0120224121096, 8.370022 49.012556, 8.367821 49.013795, 8.369809 49.016581, 8.373246 49.016209, 8.375234 49.018995, 8.375987 49.020915, 8.380177 49.022461, 8.386356 49.026794, 8.388075 49.026607, 8.391783 49.029207, 8.398658 49.02846, 8.402849 49.030006, 8.406558 49.032605, 8.409242 49.030312, 8.416117 49.029565, 8.420519 49.027085, 8.422238 49.026898, 8.426912 49.02739))",1696
67699de9-a1ca-4f6b-b0d6-35434e2ca378,"MULTIPOLYGON(((11.151024 49.472484, 11.150573 49.473548, 11.147986 49.471869, 11.151085 49.46845, 11.154576 49.467998, 11.158518 49.46648, 11.157224 49.465642, 11.15554 49.461834, 11.156443 49.459704, 11.152953 49.460157, 11.14778 49.4568, 11.150878 49.45338, 11.150037 49.451476, 11.146157 49.44896, 11.145315 49.447055, 11.141436 49.444539, 11.139691 49.444765, 11.13575 49.446282, 11.132713 49.445669, 11.128382 49.444217, 11.126629 49.444375, 11.128307 49.443001, 11.129604 49.442327, 11.129818 49.442216, 11.131184 49.441961, 11.132323 49.4427, 11.13536 49.443313, 11.139753 49.44073, 11.144083 49.442182, 11.150159 49.443407, 11.151452 49.444246, 11.148805 49.446603, 11.148804 49.446603, 11.148804 49.446604, 11.150488 49.450411, 11.156955 49.454605, 11.159091 49.457348, 11.159933 49.459252, 11.16252 49.460929, 11.166853 49.46238, 11.164206 49.464736, 11.164205 49.464736, 11.164205 49.464737, 11.165048 49.46664, 11.166341 49.467478, 11.163693 49.469835, 11.160654 49.469222, 11.15626 49.471805, 11.151025 49.472483, 11.151024 49.472483, 11.151024 49.472484)), ((11.134288 49.484711, 11.132153 49.481969, 11.133447 49.482808, 11.133899 49.481743, 11.138293 49.479162, 11.141332 49.479775, 11.14353 49.478485, 11.144886 49.475291, 11.148376 49.474839, 11.150573 49.473548, 11.151415 49.475451, 11.154001 49.477129, 11.150963 49.476516, 11.146569 49.479097, 11.143921 49.481453, 11.14392 49.481453, 11.14392 49.481454, 11.144762 49.483356, 11.14431 49.484421, 11.139073 49.485098, 11.134288 49.484711)), ((11.080501 49.471536, 11.077012 49.471986, 11.076726 49.471619, 11.076726 49.471618, 11.076692 49.470997, 11.077065 49.470063, 11.07763 49.469719, 11.077631 49.469719, 11.078444 49.469514, 11.081127 49.469226, 11.081348 49.46937, 11.081349 49.46937, 11.08135 49.46937, 11.082343 49.468484, 11.083721 49.466738, 11.086255 49.465764, 11.087999 49.465539, 11.089464 49.464679, 11.089744 49.465314, 11.089292 49.466378, 11.089593 49.468681, 11.08968 49.469347, 11.090972 49.470186, 11.093558 49.471864, 11.095691 49.474607, 11.096984 49.475446, 11.101767 49.475835, 11.103901 49.478578, 11.106939 49.479191, 11.109137 49.477901, 11.11392 49.478289, 11.116507 49.479967, 11.119998 49.479516, 11.122195 49.478226, 11.127431 49.477549, 11.131311 49.480066, 11.132153 49.481969, 11.125687 49.477775, 11.125686 49.477775, 11.125685 49.477775, 11.121292 49.480355, 11.121291 49.480355, 11.121291 49.480356, 11.122132 49.482259, 11.123426 49.483097, 11.119935 49.483549, 11.11515 49.483161, 11.113405 49.483386, 11.109525 49.480869, 11.10778 49.481095, 11.105582 49.482384, 11.102996 49.480706, 11.098665 49.479253, 11.093493 49.475897, 11.090908 49.474218, 11.088775 49.471475, 11.085737 49.470861, 11.081342 49.47344, 11.080502 49.471537, 11.080502 49.471536, 11.080501 49.471536)))",1584
92efdd09-eaa7-4c6b-9df9-d0f0c7081a99,"MULTIPOLYGON(((7.484343 51.495764, 7.483296 51.496296, 7.484167 51.495812, 7.484343 51.495764)), ((7.463522 51.501875, 7.471264 51.497933, 7.472289 51.498322, 7.477547 51.498269, 7.480501 51.498468, 7.47902 51.498599, 7.476476 51.498811, 7.471636 51.49924, 7.472386 51.501103, 7.469592 51.503274, 7.465535 51.504591, 7.462229 51.507769, 7.461207 51.509786, 7.463731 51.511493, 7.463955 51.51163, 7.464994 51.512347, 7.465744 51.514209, 7.46295 51.516379, 7.462438 51.517387, 7.464963 51.519095, 7.466466 51.522818, 7.465955 51.523826, 7.470765 51.524372, 7.47278 51.527087, 7.478853 51.528486, 7.480868 51.531201, 7.484657 51.533761, 7.478583 51.532363, 7.475035 51.532671, 7.47302 51.529956, 7.46821 51.529411, 7.464422 51.52685, 7.462408 51.524135, 7.461656 51.522273, 7.460905 51.520411, 7.461416 51.519404, 7.461416 51.519403, 7.461415 51.519403, 7.456367 51.515988, 7.456638 51.51211, 7.45766 51.510094, 7.460455 51.507924, 7.460456 51.507924, 7.460456 51.507923, 7.459705 51.506062, 7.458442 51.505208, 7.458953 51.504199, 7.461749 51.502029, 7.463522 51.501875)), ((7.501538 51.49374, 7.501139 51.493471, 7.506514 51.492846, 7.511185 51.492581, 7.515213 51.493508, 7.520266 51.496922, 7.519245 51.498939, 7.519245 51.49894, 7.519246 51.49894, 7.523035 51.5015, 7.524808 51.501345, 7.526072 51.502198, 7.528088 51.504914, 7.533143 51.508327, 7.533896 51.510189, 7.538951 51.513602, 7.540459 51.517326, 7.544251 51.519885, 7.539683 51.522213, 7.539682 51.522213, 7.539682 51.522214, 7.540436 51.524074, 7.5417 51.524928, 7.54119 51.525936, 7.537131 51.527255, 7.533825 51.530435, 7.533315 51.531443, 7.531541 51.531599, 7.529013 51.529892, 7.524954 51.531211, 7.522669 51.532374, 7.519873 51.534545, 7.518099 51.5347, 7.513287 51.534157, 7.509496 51.531597, 7.506458 51.530898, 7.499361 51.531517, 7.49506 51.529965, 7.489738 51.530429, 7.491186 51.529954, 7.490896 51.529373, 7.490972 51.529366, 7.489807 51.52897, 7.490251 51.528341, 7.489317 51.528057, 7.489915 51.527248, 7.493943 51.527607, 7.494576 51.527096, 7.497301 51.527405, 7.498105 51.526794, 7.500138 51.527014, 7.503178 51.52733, 7.503931 51.529192, 7.508743 51.529735, 7.514818 51.531132, 7.520652 51.529659, 7.522426 51.529504, 7.528259 51.528031, 7.530034 51.527876, 7.532075 51.523842, 7.536644 51.521515, 7.53589 51.519653, 7.530835 51.51624, 7.527821 51.508793, 7.521504 51.504526, 7.519488 51.501811, 7.515188 51.500259, 7.510136 51.496843, 7.511156 51.494827, 7.50812 51.494128, 7.505837 51.495292, 7.501538 51.49374)))",1536
bc83d655-eccd-40ed-b3b4-220e22a75aec,"POLYGON((12.2949488521315 51.3326426876258, 12.293175 51.330539, 12.293624 51.329497, 12.293624 51.329496, 12.293623 51.329496, 12.28958 51.327062, 12.290029 51.326019, 12.28823 51.32231, 12.286882 51.321498, 12.285983 51.319644, 12.283288 51.31802, 12.288676 51.317327, 12.288677 51.317327, 12.288677 51.317326, 12.290471 51.313155, 12.290469 51.309215, 12.295409 51.309564, 12.299001 51.309101, 12.30349 51.306552, 12.303938 51.305509, 12.309774 51.303771, 12.309775 51.303771, 12.309775 51.30377, 12.309774 51.30377, 12.307975 51.300061, 12.310219 51.298786, 12.31336 51.295425, 12.315156 51.295193, 12.320095 51.295541, 12.323687 51.295077, 12.325035 51.295889, 12.332218 51.294961, 12.333566 51.295772, 12.334467 51.297627, 12.338959 51.299018, 12.338064 51.301104, 12.338064 51.301105, 12.338065 51.301105, 12.342109 51.303539, 12.342409 51.304157, 12.341662 51.304582, 12.342561 51.306437, 12.34391 51.307248, 12.346159 51.309914, 12.347508 51.310725, 12.349758 51.313391, 12.354252 51.314781, 12.357845 51.314316, 12.3594676765291 51.3176550036459, 12.360548 51.319878, 12.360548 51.319879, 12.360549 51.319879, 12.367735 51.31895, 12.368637 51.320804, 12.367742 51.322891, 12.367744 51.324204, 12.369538 51.322658, 12.371783 51.321383, 12.373579 51.32115, 12.375375 51.320129, 12.377173 51.320685, 12.371789 51.325323, 12.374684 51.331273, 12.373377 51.333072, 12.370913 51.335646, 12.371247 51.335671, 12.369675 51.337273, 12.36763 51.338954, 12.365555 51.340391, 12.354972 51.34389, 12.352341 51.344336, 12.35162 51.344378, 12.350518 51.344443, 12.35027 51.344562, 12.350156 51.344579, 12.34948 51.344531, 12.349334 51.344453, 12.349132 51.343791, 12.346878 51.343633, 12.346302 51.344409, 12.346113 51.344543, 12.344334 51.345806, 12.343514 51.346389, 12.342845 51.347284, 12.342364 51.347928, 12.341878 51.348342, 12.340771 51.348671, 12.337534 51.348868, 12.336384 51.349123, 12.335776 51.34961, 12.335838 51.350177, 12.3359 51.350741, 12.335766 51.350996, 12.335496 51.35112, 12.334851 51.35092, 12.334669 51.350988, 12.333485 51.350483, 12.332895 51.350509, 12.332362 51.350749, 12.331923 51.351219, 12.331693 51.351784, 12.331697 51.352095, 12.331385 51.352211, 12.329588 51.352443, 12.325541 51.35001, 12.320149 51.350704, 12.316106 51.35221, 12.310711 51.348965, 12.30891 51.345258, 12.305764 51.344678, 12.30217 51.34514, 12.30127 51.343286, 12.299022 51.340621, 12.294528 51.339229, 12.296323 51.335059, 12.295423 51.333205, 12.2949488521315 51.3326426876258), (12.3568939163411 51.3182528865846, 12.356502 51.317446, 12.354705 51.317679, 12.350659 51.315245, 12.34931 51.314434, 12.345264 51.312, 12.346159 51.309914, 12.344811 51.309103, 12.342874 51.308964, 12.33987 51.308756, 12.334476 51.30551, 12.335372 51.303424, 12.332675 51.301801, 12.331327 51.30099, 12.330427 51.299135, 12.317855 51.300758, 12.316063 51.304931, 12.30933 51.308755, 12.303493 51.310493, 12.2999 51.310956, 12.297207 51.313273, 12.299455 51.31594, 12.298558 51.318025, 12.294516 51.319531, 12.29272 51.319762, 12.292272 51.320805, 12.29407 51.324514, 12.295418 51.325325, 12.297217 51.329034, 12.296769 51.330077, 12.298117 51.330888, 12.2985614134954 51.3318034918006, 12.299017 51.332742, 12.299916 51.334596, 12.300816 51.33645, 12.300819 51.34039, 12.305313 51.341781, 12.307558 51.340507, 12.312053 51.341898, 12.31475 51.343521, 12.315202 51.346417, 12.316551 51.347228, 12.320145 51.346766, 12.325088 51.347114, 12.326886 51.346882, 12.331381 51.348273, 12.337221 51.346535, 12.337669 51.345492, 12.34216 51.342943, 12.346202 51.341436, 12.351146 51.341783, 12.352041 51.339698, 12.356531 51.337148, 12.358328 51.336916, 12.358776 51.335873, 12.361916 51.332511, 12.363713 51.332279, 12.359212 51.326949, 12.357409 51.323241, 12.357857 51.322198, 12.357403 51.319301, 12.3568939163411 51.3182528865846))",1502
ae851b8d-b5ab-43c5-ab9e-cd6a88dce9bc,"MULTIPOLYGON(((13.369882 52.516315, 13.371046 52.516976, 13.37106 52.517098, 13.371517 52.517272, 13.372613 52.517013, 13.372773 52.516907, 13.375398 52.516564, 13.374883 52.517791, 13.377961 52.518505, 13.372221 52.518923, 13.370376 52.519953, 13.368148 52.52016, 13.367623 52.520017, 13.367406 52.519737, 13.367406 52.519736, 13.367728 52.519142, 13.369786 52.517544, 13.369761 52.517242, 13.36926 52.516662, 13.369882 52.516315)), ((13.362813 52.532781, 13.362805 52.532296, 13.364556 52.530639, 13.365798 52.529126, 13.365798 52.529125, 13.365799 52.529125, 13.3658 52.529125, 13.3658 52.529126, 13.365955 52.529423, 13.366193 52.529236, 13.36676 52.528491, 13.36701 52.527542, 13.366981 52.527379, 13.366386 52.527457, 13.366385 52.527457, 13.366385 52.527456, 13.366386 52.527456, 13.366386 52.527455, 13.367533 52.526287, 13.369273 52.523915, 13.370242 52.521673, 13.370372 52.520667, 13.372298 52.52282, 13.373234 52.524619, 13.370519 52.526916, 13.368687 52.527156, 13.370583 52.530794, 13.367868 52.533091, 13.366036 52.533331, 13.363654 52.535345, 13.36355 52.535256, 13.36278 52.535289, 13.361256 52.535959, 13.360437 52.534889, 13.362371 52.53381, 13.362813 52.532781)))",1372
0cd3c7e0-f4c2-49d4-b0e5-ebcf81b45757,"POLYGON((8.72154 50.109098, 8.721539 50.109098, 8.720499 50.109964, 8.72011 50.109701, 8.722743 50.106503, 8.723542 50.104205, 8.722507 50.100362, 8.724254 50.095612, 8.724253 50.095625, 8.725137 50.095312, 8.72737 50.094088, 8.73261 50.093536, 8.735813 50.090234, 8.73853 50.08797, 8.738531 50.08797, 8.738531 50.087969, 8.737755 50.086076, 8.740958 50.082773, 8.745421 50.080325, 8.750175 50.080811, 8.751437 50.081666, 8.757161 50.080073, 8.759393 50.078848, 8.760654 50.079703, 8.766379 50.078109, 8.767155 50.080004, 8.771425 50.081529, 8.776471 50.084949, 8.782488 50.086288, 8.786759 50.087813, 8.788021 50.088667, 8.789575 50.092456, 8.790837 50.093311, 8.791129 50.096245, 8.796178 50.099663, 8.796471 50.102597, 8.798026 50.106385, 8.797834 50.110359, 8.795116 50.112623, 8.793661 50.115741, 8.790459 50.119044, 8.787741 50.121307, 8.785508 50.122531, 8.782498 50.121862, 8.77774 50.121377, 8.774245 50.121746, 8.768808 50.126272, 8.764342 50.128719, 8.76308 50.127864, 8.758808 50.126339, 8.753565 50.126892, 8.749779 50.124328, 8.745022 50.123841, 8.742499 50.122132, 8.744732 50.120909, 8.74745 50.118646, 8.747936 50.117608, 8.747936 50.117607, 8.747935 50.117607, 8.744407 50.115216, 8.747361 50.11652, 8.752498 50.122066, 8.758517 50.123406, 8.764245 50.121814, 8.771275 50.122101, 8.772497 50.121931, 8.773468 50.119852, 8.785409 50.115626, 8.786379 50.113547, 8.786088 50.110614, 8.790552 50.108165, 8.791522 50.106086, 8.790259 50.105232, 8.787442 50.100589, 8.785888 50.0968, 8.782587 50.093196, 8.78181 50.091302, 8.774531 50.089107, 8.7657 50.083123, 8.763953 50.083308, 8.759975 50.084717, 8.752988 50.085455, 8.748234 50.084969, 8.741538 50.088641, 8.740082 50.09176, 8.735132 50.095246, 8.731153 50.096654, 8.728724 50.10185, 8.7295 50.103744, 8.728818 50.108756, 8.730079 50.109611, 8.73561 50.111992, 8.738619 50.112662, 8.744041 50.115055, 8.737162 50.115779, 8.732696 50.118226, 8.731435 50.117371, 8.729883 50.113583, 8.727361 50.111873, 8.723091 50.110346, 8.72183 50.109491, 8.72154 50.109098))",1368
102333ff-4ffd-41a2-a679-cfa6f0b31381,"MULTIPOLYGON(((12.384815 51.322652, 12.384822 51.322652, 12.383029 51.322885, 12.379424 51.32335, 12.375383 51.324858, 12.374488 51.326945, 12.373254 51.328266, 12.371789 51.325323, 12.374481 51.323004, 12.377173 51.320685, 12.375375 51.320129, 12.378068 51.318598, 12.384815 51.322652)), ((12.414112 51.361222, 12.4097 51.363729, 12.411593 51.359582, 12.41006 51.35877, 12.415006 51.359137, 12.417251 51.357861, 12.419487 51.352646, 12.419478 51.348706, 12.426211 51.344877, 12.426658 51.343834, 12.425307 51.343024, 12.420809 51.341637, 12.419002 51.33793, 12.419896 51.335843, 12.417653 51.333179, 12.413602 51.330748, 12.407308 51.329594, 12.405491 51.325886, 12.400547 51.325541, 12.399198 51.324731, 12.395604 51.325196, 12.391563 51.326683, 12.388416 51.326127, 12.387077 51.325317, 12.387066 51.325317, 12.384827 51.322653, 12.389758 51.322997, 12.393352 51.322532, 12.39649 51.319169, 12.399636 51.319746, 12.403686 51.322178, 12.408182 51.323566, 12.413126 51.32391, 12.412679 51.324954, 12.413582 51.326807, 12.413582 51.326808, 12.413583 51.326808, 12.418526 51.327152, 12.425278 51.331203, 12.42349 51.335377, 12.425297 51.339084, 12.429796 51.340471, 12.431593 51.340238, 12.434741 51.340815, 12.432954 51.344988, 12.431157 51.345221, 12.428018 51.348584, 12.428475 51.35148, 12.426231 51.352756, 12.423539 51.355076, 12.419944 51.355542, 12.419943 51.355542, 12.419943 51.355543, 12.418602 51.358671, 12.418612 51.36261, 12.417261 51.3618, 12.414112 51.361222)))",1326
b1cdc114-5f6c-4fd0-b695-dfbb88fa86e4,"POLYGON((11.0290065761922 49.4682501305997, 11.026545 49.470435, 11.023441 49.473851, 11.018138 49.478555, 11.011544 49.482418, 11.011543 49.482418, 11.011543 49.482419, 11.012381 49.484322, 11.007985 49.486897, 11.007984 49.486897, 11.007984 49.486898, 11.008368 49.489864, 11.006623 49.490088, 11.001842 49.489695, 10.998352 49.490142, 10.996153 49.49143, 10.990918 49.4921, 10.988405 49.48639, 10.988405 49.486389, 10.988404 49.486389, 10.98666 49.486613, 10.984008 49.488963, 10.97961 49.491537, 10.976957 49.493887, 10.976049 49.496014, 10.974304 49.496237, 10.974758 49.495175, 10.974758 49.495174, 10.974757 49.495174, 10.969594 49.491813, 10.967921 49.488006, 10.96792 49.488006, 10.961849 49.486771, 10.960559 49.485931, 10.961013 49.484868, 10.95934 49.48106, 10.959339 49.48106, 10.956305 49.480443, 10.954178 49.477698, 10.949017 49.474336, 10.949471 49.473273, 10.949089 49.470305, 10.946963 49.467561, 10.9499329315983 49.465822404609, 10.95136 49.464987, 10.954012 49.462637, 10.954012 49.462636, 10.95363 49.459669, 10.958026 49.457095, 10.95977 49.456872, 10.962805 49.457489, 10.965456 49.455138, 10.96591 49.454074, 10.964238 49.450265, 10.964692 49.449201, 10.973411 49.448084, 10.974701 49.448924, 10.97948 49.449318, 10.981223 49.449094, 10.983874 49.446742, 10.983875 49.446742, 10.983875 49.446741, 10.983038 49.444838, 10.986979 49.443326, 10.98963 49.440974, 10.991827 49.439686, 10.993571 49.439462, 10.997442 49.441983, 11.002221 49.442375, 11.005709 49.441927, 11.010034 49.443384, 11.015266 49.442711, 11.01436 49.444839, 11.01436 49.44484, 11.014361 49.44484, 11.018232 49.447361, 11.017779 49.448424, 11.017779 49.448425, 11.01778 49.448425, 11.022943 49.451785, 11.02462 49.455594, 11.025005 49.458561, 11.025005 49.458562, 11.025006 49.458562, 11.026522 49.45887, 11.026523 49.45887, 11.027202 49.457274, 11.029853 49.456778, 11.032325 49.45794, 11.033804 49.459901, 11.035003 49.461029, 11.035039 49.461296, 11.031915 49.461698, 11.030623 49.460858, 11.03017 49.461922, 11.02752 49.464274, 11.027519 49.464274, 11.027519 49.464275, 11.029196 49.468082, 11.0290065761922 49.4682501305997), (10.956579224596 49.4660264596812, 10.95523 49.467509, 10.954776 49.468573, 10.951669 49.471986, 10.955994 49.473444, 10.961156 49.476806, 10.962829 49.480614, 10.96541 49.482295, 10.967538 49.485039, 10.969736 49.483752, 10.969737 49.483752, 10.969738 49.483752, 10.973609 49.486273, 10.977936 49.48773, 10.978773 49.489633, 10.979227 49.48857, 10.983624 49.485996, 10.98666 49.486613, 10.990604 49.485102, 10.995838 49.484432, 10.995839 49.484432, 10.995839 49.484433, 10.996676 49.486335, 11.001911 49.485664, 11.005017 49.482249, 11.00547 49.481186, 11.008576 49.477771, 11.012972 49.475195, 11.015623 49.472843, 11.019566 49.471331, 11.021311 49.471107, 11.020473 49.469203, 11.0195070529083 49.4679584754003, 11.018344 49.46646, 11.018344 49.466459, 11.018344 49.466458, 11.022739 49.463883, 11.02539 49.46153, 11.022354 49.460915, 11.019771 49.459235, 11.017642 49.456491, 11.015967 49.452682, 11.010735 49.453354, 11.010734 49.453354, 11.010734 49.453353, 11.009896 49.45145, 11.010349 49.450386, 11.006478 49.447865, 11.006477 49.447865, 11.006477 49.447864, 11.00693 49.446801, 11.003895 49.446185, 11.002151 49.446409, 11.001698 49.447473, 10.997757 49.448985, 10.991304 49.444783, 10.987363 49.446295, 10.985165 49.447583, 10.984258 49.44971, 10.984258 49.449711, 10.984257 49.449711, 10.979026 49.450382, 10.975084 49.451893, 10.97205 49.451276, 10.969852 49.452563, 10.972432 49.454244, 10.972433 49.454244, 10.972433 49.454245, 10.971071 49.457435, 10.971071 49.457436, 10.97107 49.457436, 10.960607 49.458776, 10.957954 49.461127, 10.958337 49.464095, 10.956579224596 49.4660264596812))",1266
06ffa599-6001-4fc3-a630-3dc257e96fa0,"POLYGON((11.571948 52.137132, 11.571948 52.137131, 11.570597 52.13632, 11.56562 52.135937, 11.56743 52.135723, 11.571987 52.133244, 11.57473 52.130979, 11.577008 52.12974, 11.582492 52.125209, 11.586585 52.123755, 11.588863 52.122515, 11.591604 52.120249, 11.595697 52.118794, 11.600678 52.119176, 11.607512 52.115454, 11.608863 52.116265, 11.611104 52.118913, 11.611105 52.118913, 11.617011 52.117242, 11.619289 52.116001, 11.621104 52.115786, 11.627438 52.116977, 11.630142 52.118599, 11.634661 52.120005, 11.636014 52.120815, 11.636903 52.122652, 11.639146 52.125299, 11.640036 52.127135, 11.641388 52.127946, 11.641998 52.127773, 11.647481 52.132006, 11.648564 52.132848, 11.649932 52.13567, 11.65036 52.138532, 11.65125 52.140368, 11.653956 52.141988, 11.653494 52.143014, 11.649862 52.143444, 11.646659 52.146736, 11.646196 52.147762, 11.642992 52.151053, 11.641604 52.15413, 11.635693 52.1558, 11.631135 52.158281, 11.630209 52.160331, 11.62793 52.161571, 11.625188 52.163836, 11.619277 52.165506, 11.613828 52.16615, 11.612475 52.165339, 11.607491 52.164958, 11.602968 52.163551, 11.602969 52.163551, 11.603433 52.162526, 11.607991 52.160047, 11.61116 52.160643, 11.615218 52.163075, 11.616144 52.161024, 11.620703 52.158545, 11.624335 52.158115, 11.627077 52.15585, 11.629355 52.15461, 11.626223 52.150128, 11.632133 52.148458, 11.638933 52.148623, 11.640784 52.144521, 11.642581 52.143038, 11.645383 52.141249, 11.645804 52.141014, 11.644451 52.140203, 11.64267 52.136531, 11.643133 52.135506, 11.636797 52.134315, 11.634554 52.131669, 11.634127 52.128807, 11.63459 52.127781, 11.632348 52.125134, 11.626939 52.121891, 11.621957 52.12151, 11.621067 52.119674, 11.619253 52.119889, 11.614271 52.119509, 11.610641 52.119938, 11.60566 52.119557, 11.603845 52.119772, 11.599752 52.121227, 11.598826 52.123278, 11.587035 52.126241, 11.5861 52.128453, 11.585156 52.130719, 11.579711 52.131362, 11.579248 52.132387, 11.576042 52.135677, 11.580097 52.138111, 11.579633 52.139136, 11.576891 52.1414, 11.579131 52.144047, 11.579556 52.146909, 11.580444 52.148745, 11.581796 52.149555, 11.586316 52.150963, 11.590372 52.153395, 11.59354 52.153991, 11.595318 52.157663, 11.594854 52.158688, 11.58987 52.158306, 11.588054 52.15852, 11.583534 52.157113, 11.581757 52.153441, 11.57859 52.152845, 11.573143 52.153487, 11.573221 52.145715, 11.571445 52.142043, 11.571909 52.141018, 11.571948 52.137132))",1260
6397e9f5-0520-4e96-a687-1c209c2880cd,"MULTIPOLYGON(((9.14593 48.785822, 9.143439 48.784098, 9.144685 48.78496, 9.14812 48.78456, 9.152802 48.785022, 9.157013 48.786546, 9.160751 48.789131, 9.165131 48.786607, 9.166849 48.786407, 9.170757 48.784945, 9.179348 48.783943, 9.181537 48.78268, 9.182685 48.781666, 9.18386 48.780651, 9.184198 48.780356, 9.185613 48.777169, 9.185309 48.774183, 9.185781 48.773121, 9.183288 48.771397, 9.181738 48.767549, 9.179717 48.764763, 9.178942 48.762839, 9.180963 48.765625, 9.182128 48.765885, 9.18329 48.767578, 9.187615 48.770976, 9.18797 48.771858, 9.188851 48.773071, 9.188745 48.773781, 9.188745 48.773782, 9.188746 48.773782, 9.189992 48.774643, 9.190296 48.77763, 9.189353 48.779754, 9.190128 48.781678, 9.189657 48.78274, 9.184502 48.783342, 9.18137 48.786727, 9.18137 48.786728, 9.18137 48.786729, 9.182616 48.78759, 9.182145 48.788652, 9.180426 48.788852, 9.175743 48.788391, 9.174497 48.78753, 9.169814 48.787068, 9.167624 48.788331, 9.164962 48.790655, 9.164491 48.791716, 9.162772 48.791917, 9.158562 48.790393, 9.156069 48.788669, 9.151387 48.788208, 9.147648 48.785622, 9.14593 48.785822)), ((9.178942 48.762838, 9.178942 48.762839, 9.178512 48.76111, 9.176921 48.760053, 9.172711 48.75853, 9.173975 48.758727, 9.179734 48.761054, 9.178942 48.762838)), ((9.12849 48.773754, 9.12849 48.773753, 9.126472 48.770967, 9.125226 48.770105, 9.12866 48.769705, 9.128661 48.769705, 9.128661 48.769704, 9.130077 48.76652, 9.130077 48.766519, 9.128059 48.763733, 9.131965 48.762271, 9.133211 48.763133, 9.138362 48.762534, 9.138363 48.762534, 9.138363 48.762533, 9.139306 48.76041, 9.139306 48.760409, 9.139305 48.760409, 9.135098 48.758885, 9.133853 48.758023, 9.136684 48.75165, 9.13793 48.752512, 9.139175 48.753374, 9.14042 48.754236, 9.137458 48.753574, 9.139778 48.759347, 9.141023 48.760209, 9.141023 48.76021, 9.141023 48.760211, 9.137891 48.763596, 9.132739 48.764195, 9.133512 48.76612, 9.133814 48.769106, 9.131925 48.773354, 9.133472 48.777202, 9.134718 48.778064, 9.137682 48.778726, 9.141117 48.778326, 9.145326 48.77985, 9.145628 48.782835, 9.145628 48.782836, 9.145627 48.782836, 9.143439 48.784098, 9.141419 48.781312, 9.138455 48.78065, 9.133302 48.781249, 9.130811 48.779525, 9.126602 48.778, 9.12849 48.773754)))",1156
