turf_id,polygon_geometry,total_orders_in_polygon
7e540151-fbfd-4a23-a4b8-41ef459efb75,"MULTIPOLYGON(((13.360437 52.534889, 13.361256 52.535959, 13.361254 52.53596, 13.360436 52.53489, 13.360437 52.534889)), ((13.330511 52.550803, 13.32898 52.549588, 13.330374 52.549091, 13.331419 52.548534, 13.330145 52.556468, 13.33204 52.560103, 13.332903 52.560593, 13.333473 52.56151, 13.333143 52.561705, 13.332408 52.562515, 13.332115 52.563273, 13.3321607 52.5647365, 13.331906 52.564974, 13.331661 52.565006, 13.328437 52.564455, 13.326099 52.561848, 13.329258 52.558525, 13.327869 52.557735, 13.328754 52.555678, 13.3297 52.554724, 13.330511 52.550803)))",781
0604b22a-4e0d-4da7-b8c5-a4966f2ee882,"POLYGON((6.90720620373362 51.5050793838926, 6.91038 51.503483, 6.910897 51.502479, 6.919741 51.50175, 6.922544 51.499596, 6.936693 51.498427, 6.945755 51.500563, 6.950417 51.501114, 6.950458 51.501129, 6.952962 51.502845, 6.953094 51.502876, 6.958057 51.506277, 6.964099 51.5077, 6.966087 51.510421, 6.967339 51.511279, 6.967558 51.514146, 6.969029 51.51787, 6.96903 51.51787, 6.971963 51.518561, 6.971965 51.518582, 6.975724 51.521155, 6.975805 51.521165, 6.974776 51.523164, 6.971455 51.526323, 6.971157 51.530194, 6.973146 51.532913, 6.978158 51.536344, 6.976607 51.539356, 6.968492 51.54195, 6.965688 51.544104, 6.962366 51.547262, 6.95788327080814 51.5476321490915, 6.951745 51.548139, 6.949457 51.549289, 6.943629 51.55073, 6.941342 51.55188, 6.936031 51.552317, 6.934779 51.551459, 6.928734 51.550035, 6.928561 51.550015, 6.925625 51.549323, 6.92507 51.549602, 6.923941 51.549468, 6.922171 51.549614, 6.913105 51.547476, 6.911336 51.547622, 6.910601 51.545761, 6.910601 51.54576, 6.9106 51.54576, 6.90581 51.545193, 6.902789 51.54448, 6.897782 51.541047, 6.89174 51.539621, 6.890489 51.538763, 6.889022 51.535039, 6.889325 51.53117, 6.888592 51.529308, 6.888894 51.525439, 6.888679 51.522573, 6.886695 51.519852, 6.884193 51.518135, 6.884711 51.517131, 6.888767 51.515837, 6.89334 51.513538, 6.895929 51.508519, 6.89925 51.505361, 6.903521 51.506933, 6.90720620373362 51.5050793838926), (6.9529878978434 51.5435215786036, 6.954245 51.54312, 6.959854 51.538812, 6.965164 51.538373, 6.970992 51.53693, 6.969739 51.536072, 6.96775 51.533353, 6.962739 51.529921, 6.961269 51.526197, 6.963555 51.525047, 6.966875 51.521888, 6.963118 51.519313, 6.965186 51.515297, 6.962681 51.513581, 6.956638 51.512158, 6.952967 51.509583, 6.951497 51.505858, 6.948993 51.504142, 6.943686 51.504581, 6.937645 51.503157, 6.936911 51.501294, 6.932339 51.503595, 6.927549 51.503029, 6.925781 51.503175, 6.917671 51.505767, 6.911847 51.507208, 6.910078 51.507354, 6.90997666001307 51.5074056940434, 6.908841 51.507985, 6.9014 51.512525, 6.896575 51.517118, 6.892002 51.519416, 6.892735 51.521278, 6.894719 51.523999, 6.896186 51.527723, 6.89515 51.529731, 6.895366 51.532596, 6.896099 51.534458, 6.901105 51.537891, 6.903091 51.540611, 6.907882 51.541179, 6.910169 51.54003, 6.916212 51.541455, 6.916946 51.543316, 6.92299 51.544741, 6.925494 51.546457, 6.929034 51.546166, 6.932056 51.546878, 6.94082 51.546149, 6.946946 51.544717, 6.950188 51.544416, 6.9529878978434 51.5435215786036))",768
6b0b5a73-d752-43bf-bb28-a95960bc77c6,"POLYGON((9.743266 52.34356, 9.744758 52.343409, 9.745217 52.34348, 9.745435 52.34334, 9.746477 52.343234, 9.752745 52.344519, 9.755533 52.342314, 9.755534 52.342314, 9.755534 52.342313, 9.7547 52.340477, 9.758668 52.342956, 9.763125 52.344425, 9.767093 52.346903, 9.768761 52.350576, 9.771407 52.352229, 9.773565 52.354891, 9.77279098317148 52.356489685065, 9.772587 52.356911, 9.772587 52.356912, 9.774745 52.359574, 9.777392 52.361226, 9.779061 52.364898, 9.775784 52.368112, 9.775784 52.368113, 9.775784 52.368114, 9.777106 52.368939, 9.779264 52.3716, 9.777798 52.37463, 9.779468 52.378302, 9.774866 52.38069, 9.774865 52.38069, 9.774865 52.380691, 9.774722 52.384544, 9.774722 52.384545, 9.776046 52.385371, 9.776881 52.387207, 9.771932 52.386749, 9.766005 52.38831, 9.76189 52.389688, 9.760912 52.391707, 9.757287 52.392075, 9.752683 52.394461, 9.747734 52.394002, 9.744109 52.394369, 9.740973 52.393727, 9.736024 52.393268, 9.732888 52.392625, 9.733377 52.391617, 9.733378 52.391617, 9.733377 52.391616, 9.727107 52.39033, 9.723482 52.390697, 9.717211 52.389411, 9.708296 52.386472, 9.705161 52.385828, 9.70581166680412 52.3844874935944, 9.706141 52.383809, 9.704476 52.380138, 9.701341 52.379494, 9.704621 52.376284, 9.704621 52.376283, 9.704621 52.376282, 9.7033 52.375457, 9.702468 52.37362, 9.702615 52.369765, 9.701929 52.364074, 9.707364 52.363524, 9.711477 52.362148, 9.712946 52.359119, 9.710448 52.353609, 9.71226 52.353426, 9.716372 52.35205, 9.717351 52.35003, 9.720973 52.349663, 9.730176 52.344888, 9.732331 52.347551, 9.737276 52.34801, 9.741877 52.345622, 9.742855 52.343602, 9.743266 52.34356), (9.70920747043561 52.3830680246443, 9.709766 52.383417, 9.712654 52.384601, 9.714171 52.385413, 9.714905 52.385004, 9.715406 52.385096, 9.715583 52.385666, 9.716869 52.38654, 9.721816 52.386999, 9.728087 52.388285, 9.733524 52.387735, 9.737493 52.390213, 9.742931 52.389663, 9.749203 52.390948, 9.751016 52.390764, 9.753317 52.389571, 9.754756 52.389568, 9.768451 52.383236, 9.76894 52.382226, 9.766783 52.379564, 9.770895 52.378187, 9.771873 52.376167, 9.770204 52.372495, 9.772159 52.368455, 9.771815 52.365609, 9.774114 52.364415, 9.771957 52.361752, 9.772934 52.359732, 9.7721 52.357896, 9.77102791844686 52.3572266580779, 9.770777 52.35707, 9.768619 52.354407, 9.765973 52.352755, 9.761027 52.352297, 9.75887 52.349634, 9.759848 52.347614, 9.75358 52.34633, 9.748634 52.345871, 9.747166 52.348902, 9.742566 52.35129, 9.737132 52.351841, 9.735809 52.351015, 9.731697 52.352392, 9.728563 52.351749, 9.727241 52.350923, 9.726752 52.351933, 9.722151 52.35432, 9.720339 52.354503, 9.717059 52.357716, 9.715591 52.360746, 9.710989 52.363132, 9.706876 52.364508, 9.704574 52.365701, 9.706239 52.369373, 9.706093 52.373228, 9.706925 52.375064, 9.710059 52.375709, 9.710402 52.378553, 9.711234 52.380389, 9.708444 52.382591, 9.70920747043561 52.3830680246443), (9.742565 52.35129, 9.742566 52.35129, 9.743266 52.34356, 9.742565 52.35129))",753
e939e108-895b-42c1-bf1e-8615627e1cb7,"POLYGON((10.9281894033956 48.3769256931574, 10.927529 48.378517, 10.924467 48.381986, 10.923572 48.384145, 10.921853 48.384375, 10.917968 48.385914, 10.913635 48.388533, 10.908479 48.389222, 10.906312 48.390531, 10.902875 48.390991, 10.901604 48.390141, 10.896896 48.389751, 10.892562 48.392369, 10.887855 48.391978, 10.884417 48.392437, 10.882325 48.389658, 10.879785 48.387959, 10.875526 48.386489, 10.872538 48.385868, 10.870447 48.383089, 10.867907 48.381389, 10.868355 48.38031, 10.870971 48.377922, 10.870598 48.374914, 10.868058 48.373214, 10.867686 48.370205, 10.868582 48.368047, 10.86694 48.364188, 10.8676123203589 48.3634267832175, 10.870003 48.36072, 10.870451 48.359641, 10.873066 48.357252, 10.873962 48.355093, 10.878294 48.352475, 10.880012 48.352245, 10.883895 48.350706, 10.886883 48.351327, 10.8886 48.351097, 10.891214 48.348708, 10.890393 48.346778, 10.893828 48.346318, 10.896367 48.348018, 10.900624 48.349488, 10.903612 48.350108, 10.908317 48.350497, 10.912575 48.351967, 10.917281 48.352356, 10.919822 48.354056, 10.921467 48.357915, 10.922737 48.358764, 10.926996 48.360233, 10.932078 48.363631, 10.929465 48.366021, 10.930215 48.372039, 10.928425 48.376358, 10.9281894033956 48.3769256931574), (10.8747122612318 48.3650089238162, 10.874633 48.3652, 10.876276 48.369059, 10.875379 48.371217, 10.876201 48.373147, 10.876574 48.376155, 10.876125 48.377234, 10.874332 48.381551, 10.878142 48.384101, 10.8824 48.385571, 10.884941 48.387271, 10.887929 48.387891, 10.889648 48.387661, 10.891815 48.386352, 10.896074 48.387822, 10.899959 48.386284, 10.908552 48.385135, 10.912885 48.382516, 10.914604 48.382286, 10.918489 48.380747, 10.920207 48.380517, 10.9222459642485 48.3756012657377, 10.922446 48.375119, 10.926779 48.3725, 10.926403 48.369491, 10.927299 48.367331, 10.926476 48.365402, 10.923487 48.364783, 10.921394 48.362004, 10.920124 48.361154, 10.918853 48.360305, 10.915865 48.359685, 10.91549 48.356676, 10.912054 48.357136, 10.908244 48.354587, 10.906526 48.354817, 10.90182 48.354427, 10.898011 48.351877, 10.89114 48.352797, 10.886808 48.355416, 10.885538 48.354566, 10.881655 48.356105, 10.878592 48.359573, 10.877248 48.362811, 10.875081 48.36412, 10.8747122612318 48.3650089238162))",727
e9129fdc-4e3f-47be-9c12-93b5c3944b9c,"POLYGON((10.108995 54.312408, 10.109687 54.312694, 10.112522 54.314693, 10.112584 54.314727, 10.109945 54.315378, 10.109818 54.319119, 10.11156 54.322684, 10.111932 54.325446, 10.113303 54.326249, 10.115046 54.329814, 10.113548 54.33275, 10.119031 54.335964, 10.123644 54.337395, 10.125887 54.33998, 10.127258 54.340783, 10.131871 54.342214, 10.135985 54.344623, 10.138854 54.34249, 10.143095 54.341159, 10.145464 54.340004, 10.149704 54.338674, 10.155316 54.338145, 10.156688 54.338948, 10.158558 54.338772, 10.159057 54.337793, 10.159431 54.340554, 10.158434 54.342512, 10.153695 54.344822, 10.149579 54.342413, 10.147709 54.342589, 10.142969 54.344899, 10.134488 54.347559, 10.132118 54.348714, 10.130746 54.347911, 10.129002 54.344347, 10.124389 54.342916, 10.121147 54.342289, 10.116035 54.341836, 10.114664 54.341033, 10.115663 54.339076, 10.114791 54.337294, 10.10968 54.336841, 10.106067 54.333452, 10.104197 54.333627, 10.105196 54.33167, 10.105324 54.32793, 10.103582 54.324365, 10.10321 54.321603, 10.0986 54.320171, 10.097729 54.318389, 10.101468 54.318038, 10.104836 54.314925, 10.105225 54.314162, 10.106604 54.312843, 10.107433 54.312396, 10.108029 54.312281, 10.10803 54.312281, 10.108995 54.312408))",722
33b9cb9e-3976-415d-8dd1-6fc7047dc41d,"POLYGON((13.504337 52.513199, 13.505217 52.511139, 13.501552 52.511623, 13.496497 52.511319, 13.498704 52.510727, 13.502163 52.510647, 13.5074349 52.510174, 13.507671 52.510215, 13.50787 52.510594, 13.508441 52.511685, 13.508954 52.514533, 13.505802 52.517865, 13.504043 52.521985, 13.499498 52.524529, 13.496274 52.523983, 13.496273 52.523983, 13.493121 52.527315, 13.492681 52.528345, 13.488135 52.530888, 13.487695 52.531917, 13.482198 52.532642, 13.481773 52.532698, 13.470592 52.531476, 13.470591 52.531476, 13.470564 52.531537, 13.468997 52.531531, 13.470057 52.530553, 13.469702 52.53041, 13.474795 52.529732, 13.47758 52.531308, 13.479412 52.531066, 13.482126 52.528765, 13.488944 52.524951, 13.493049 52.523437, 13.495761 52.521136, 13.499426 52.520652, 13.500745 52.517562, 13.499794 52.515743, 13.502505 52.513442, 13.504337 52.513199))",712
29dc202b-da4e-4de4-b6b1-3639fc460725,"MULTIPOLYGON(((8.266774 53.160679, 8.266774 53.16068, 8.258682 53.15948, 8.259709 53.157507, 8.258117 53.15387, 8.244225 53.143729, 8.24212 53.141077, 8.247076 53.1416, 8.251519 53.14311, 8.252596 53.147735, 8.256526 53.150232, 8.257676 53.1507, 8.257835 53.151064, 8.262279 53.152573, 8.265413 53.153251, 8.267519 53.155901, 8.265978 53.158861, 8.265978 53.158862, 8.265979 53.158862, 8.266851 53.159416, 8.266774 53.160679)), ((8.182313 53.162159, 8.177872 53.160647, 8.179933 53.156702, 8.182786 53.154577, 8.186905 53.146686, 8.193404 53.144252, 8.19808 53.141972, 8.201962 53.137871, 8.207152 53.134603, 8.210798 53.134295, 8.217061 53.135652, 8.218884 53.135498, 8.22412 53.138828, 8.230385 53.140185, 8.232208 53.14003, 8.242119 53.141077, 8.24212 53.141077, 8.237445 53.14336, 8.232489 53.142836, 8.230665 53.142991, 8.2244 53.141634, 8.21865 53.139291, 8.209534 53.140061, 8.203829 53.144008, 8.196301 53.148723, 8.190316 53.150171, 8.189565 53.154949, 8.18358 53.156395, 8.18699 53.15988, 8.193298 53.167834, 8.191753 53.170792, 8.192826 53.175415, 8.201991 53.181241, 8.201756 53.185031, 8.209848 53.186235, 8.211907 53.182291, 8.216866 53.182817, 8.218456 53.186452, 8.22262 53.185158, 8.226035 53.18864, 8.234877 53.185066, 8.243768 53.188086, 8.249475 53.183832, 8.24868 53.182014, 8.251532 53.179887, 8.258831 53.17927, 8.263226 53.174183, 8.262944 53.171378, 8.265797 53.169251, 8.265232 53.16364, 8.266774 53.16068, 8.266775 53.16068, 8.271694 53.162681, 8.271649 53.164375, 8.274829 53.165024, 8.271271 53.168785, 8.271271 53.168786, 8.271271 53.168787, 8.27258 53.169618, 8.270243 53.17076, 8.270242 53.17076, 8.270242 53.170761, 8.27001 53.174551, 8.269496 53.175537, 8.26482 53.17782, 8.264819 53.17782, 8.264819 53.177821, 8.265101 53.180624, 8.263277 53.180779, 8.257288 53.182229, 8.254949 53.183369, 8.251581 53.186482, 8.251349 53.190272, 8.25032 53.192245, 8.23937 53.19317, 8.237779 53.189535, 8.237779 53.189534, 8.237778 53.189534, 8.229965 53.191136, 8.22945 53.192122, 8.225286 53.193416, 8.220841 53.191906, 8.217707 53.191227, 8.216397 53.190395, 8.210643 53.188053, 8.208303 53.189192, 8.202315 53.190639, 8.196047 53.189281, 8.195767 53.186477, 8.19287 53.182009, 8.193385 53.181024, 8.193385 53.181023, 8.193384 53.181023, 8.188148 53.177693, 8.187354 53.175875, 8.182119 53.172545, 8.18287 53.167768, 8.1839 53.165796, 8.182313 53.162159)))",705
230089a4-4ef7-4555-954f-c0ef9c9a0b18,"MULTIPOLYGON(((7.168286 51.27365, 7.168037 51.273309, 7.168399 51.273084, 7.173752 51.271344, 7.173716 51.271169, 7.17324 51.268879, 7.173866 51.269308, 7.174438 51.270752, 7.176824 51.276781, 7.180581 51.279355, 7.182574 51.282081, 7.183313 51.283949, 7.185819 51.285666, 7.191238 51.285193, 7.196282 51.287861, 7.198095 51.288267, 7.199656 51.288339, 7.199884 51.291217, 7.199883 51.291217, 7.196126 51.288643, 7.19436 51.288794, 7.192082 51.289956, 7.187299 51.289401, 7.185533 51.289552, 7.18075 51.288997, 7.176765 51.283546, 7.176026 51.281678, 7.176538 51.280668, 7.175059 51.276932, 7.17079 51.275367, 7.168286 51.27365)), ((7.198347 51.294246, 7.199372 51.292226, 7.200625 51.293084, 7.20239 51.292932, 7.2082 51.291467, 7.214237 51.292879, 7.216744 51.294595, 7.217256 51.293585, 7.220559 51.290403, 7.222837 51.289241, 7.233431 51.288328, 7.236733 51.285146, 7.241288 51.282821, 7.24157 51.278933, 7.241111 51.273176, 7.239857 51.272319, 7.237862 51.269592, 7.238886 51.267572, 7.236379 51.265856, 7.234385 51.26313, 7.233132 51.262272, 7.22886 51.260709, 7.229602 51.262577, 7.229089 51.263588, 7.223054 51.262176, 7.222313 51.260308, 7.223337 51.258287, 7.218554 51.257734, 7.216789 51.257886, 7.207225 51.256779, 7.20472 51.255062, 7.20398 51.253194, 7.202728 51.252336, 7.197434 51.252792, 7.19641 51.254812, 7.193548 51.257557, 7.189579 51.258299, 7.183773 51.259764, 7.176715 51.260371, 7.178626 51.258146, 7.178884 51.257846, 7.180299 51.256199, 7.180529 51.256179, 7.184285 51.258754, 7.18605 51.258602, 7.190604 51.256278, 7.193904 51.253097, 7.193904 51.253096, 7.193904 51.253095, 7.192653 51.252237, 7.191913 51.250369, 7.192426 51.249359, 7.196466 51.248044, 7.200735 51.249609, 7.209502 51.255616, 7.211267 51.255464, 7.215308 51.254149, 7.222367 51.25354, 7.230908 51.256667, 7.230396 51.257677, 7.230396 51.257678, 7.230397 51.257678, 7.234155 51.260252, 7.241675 51.265399, 7.245947 51.266962, 7.245665 51.27085, 7.245665 51.270851, 7.246919 51.271708, 7.248914 51.274434, 7.24789 51.276455, 7.24459 51.279637, 7.24459 51.279638, 7.24459 51.279639, 7.247097 51.281353, 7.246073 51.283373, 7.242772 51.286555, 7.242772 51.286556, 7.242772 51.286557, 7.244025 51.287414, 7.23947 51.289739, 7.238446 51.291759, 7.232636 51.293226, 7.227622 51.289795, 7.222325 51.290251, 7.219535 51.292423, 7.219534 51.292423, 7.219534 51.292424, 7.220276 51.294291, 7.224036 51.296864, 7.221246 51.299035, 7.215948 51.299491, 7.20991 51.298079, 7.208656 51.297222, 7.204384 51.295658, 7.20034 51.296971, 7.198347 51.294246)))",680
286f3bc4-9c6b-4b16-b685-1cc362ec452a,"MULTIPOLYGON(((10.688557 53.893777, 10.691393 53.891609, 10.690905 53.892599, 10.692673 53.896184, 10.692185 53.897174, 10.687092 53.896748, 10.682883 53.898113, 10.676813 53.899665, 10.669954 53.895653, 10.668093 53.89584, 10.666155 53.895471, 10.668582 53.894851, 10.676023 53.894101, 10.682092 53.892548, 10.688557 53.893777)), ((10.658552 53.85069, 10.656205 53.851869, 10.655228 53.85385, 10.650534 53.856206, 10.650045 53.857196, 10.64398 53.858749, 10.641241 53.857144, 10.643491 53.859739, 10.644373 53.861533, 10.643396 53.863513, 10.639189 53.864878, 10.63733 53.865065, 10.631263 53.866617, 10.629404 53.866804, 10.629797 53.869587, 10.632049 53.872185, 10.631072 53.874164, 10.632442 53.874967, 10.636065 53.878366, 10.636946 53.880159, 10.63411 53.882326, 10.636852 53.883932, 10.638616 53.887518, 10.638127 53.888508, 10.644983 53.892522, 10.646748 53.896107, 10.654189 53.895359, 10.658398 53.893995, 10.661141 53.8956, 10.659281 53.895787, 10.655955 53.898944, 10.655466 53.899934, 10.650862 53.898515, 10.644793 53.900066, 10.639308 53.896855, 10.638914 53.894074, 10.638914 53.894073, 10.638913 53.894073, 10.632452 53.892841, 10.630592 53.893028, 10.62971 53.891235, 10.633917 53.889872, 10.633917 53.889871, 10.633918 53.889871, 10.633918 53.88987, 10.630295 53.886473, 10.628924 53.88567, 10.62716 53.882084, 10.628627 53.879114, 10.626864 53.875528, 10.622752 53.873118, 10.622849 53.869345, 10.622456 53.866561, 10.621575 53.864768, 10.627152 53.864207, 10.633218 53.862656, 10.633707 53.861665, 10.633803 53.857891, 10.637128 53.854733, 10.646422 53.853796, 10.64877 53.852618, 10.651605 53.85045, 10.658647 53.846915, 10.663735 53.847343, 10.667452 53.846968, 10.670776 53.843808, 10.681928 53.84268, 10.687017 53.843107, 10.689271 53.845704, 10.691038 53.849291, 10.694268 53.849906, 10.696127 53.849718, 10.702588 53.850947, 10.703959 53.851749, 10.702008 53.855712, 10.702008 53.855713, 10.702009 53.855714, 10.705635 53.859112, 10.708867 53.859726, 10.710238 53.860528, 10.712494 53.863124, 10.712007 53.864115, 10.710147 53.864303, 10.705453 53.866661, 10.705452 53.866661, 10.705452 53.866662, 10.705849 53.869445, 10.704873 53.871426, 10.704782 53.8752, 10.701458 53.87836, 10.701458 53.878361, 10.701854 53.881143, 10.700878 53.883124, 10.695206 53.887461, 10.694322 53.885668, 10.693926 53.882885, 10.696854 53.876943, 10.699202 53.875764, 10.697434 53.872178, 10.699386 53.868216, 10.704081 53.865859, 10.70594 53.86567, 10.705544 53.862886, 10.702313 53.862272, 10.700057 53.859676, 10.696431 53.856276, 10.696918 53.855287, 10.692316 53.853869, 10.688203 53.851461, 10.685948 53.848865, 10.684577 53.848062, 10.679488 53.847635, 10.674795 53.849992, 10.669218 53.850555, 10.664129 53.850128, 10.658552 53.85069)))",679
4b07d8f1-5a64-460c-b80b-d78043e15a6d,"POLYGON((13.462302 52.575083, 13.459112 52.573278, 13.459094 52.572341, 13.459629 52.571014, 13.460398 52.571449, 13.462743 52.574054, 13.470959 52.571032, 13.475508 52.568491, 13.478222 52.566192, 13.479103 52.564134, 13.483211 52.562622, 13.483651 52.561592, 13.486806 52.558263, 13.487246 52.557234, 13.486734 52.554388, 13.487174 52.553358, 13.491721 52.550816, 13.493554 52.550575, 13.492161 52.549786, 13.492089 52.545911, 13.492529 52.544881, 13.489744 52.543306, 13.486078 52.543789, 13.481019 52.543484, 13.477794 52.542938, 13.473619 52.540573, 13.479555 52.53882, 13.479996 52.53779, 13.479044 52.535973, 13.472082 52.532033, 13.471455 52.531561, 13.481772 52.532698, 13.482198 52.532642, 13.484982 52.534218, 13.484102 52.536278, 13.484614 52.539125, 13.488791 52.541488, 13.492017 52.542035, 13.496195 52.544398, 13.499054 52.54985, 13.499127 52.553725, 13.496045 52.560931, 13.486878 52.562139, 13.480056 52.56595, 13.477413 52.572125, 13.475138 52.573395, 13.462302 52.575083))",638
75a38d91-1a46-4318-b97b-ff5a8c7a6a1f,"MULTIPOLYGON(((6.077099 50.790379, 6.078498 50.794139, 6.072569 50.792673, 6.066463 50.788318, 6.065065 50.784557, 6.067152 50.78052, 6.066841 50.780298, 6.067758 50.78034, 6.069701 50.780059, 6.0719 50.779381, 6.073273 50.778723, 6.073273 50.778722, 6.073803 50.778358, 6.074237 50.778668, 6.07238 50.780106, 6.071337 50.782125, 6.073257 50.784876, 6.073435 50.787766, 6.074135 50.789646, 6.077098 50.790379, 6.077099 50.790379)), ((6.122999 50.77287, 6.126575 50.772967, 6.129623 50.772734, 6.126886 50.775358, 6.128156 50.775671, 6.131642 50.775393, 6.134087 50.777135, 6.133045 50.779154, 6.13026 50.781313, 6.128696 50.784341, 6.128696 50.784342, 6.128697 50.784342, 6.128697 50.784343, 6.131141 50.786083, 6.133065 50.788834, 6.134468 50.792594, 6.131682 50.794752, 6.131682 50.794753, 6.131862 50.797642, 6.129597 50.79879, 6.120878 50.799484, 6.116348 50.80178, 6.115306 50.803799, 6.110416 50.800316, 6.105707 50.799723, 6.103963 50.799861, 6.098211 50.801286, 6.095946 50.802433, 6.092459 50.80271, 6.090715 50.802848, 6.091758 50.800831, 6.091759 50.800831, 6.091759 50.80083, 6.091758 50.80083, 6.085828 50.799365, 6.083563 50.800512, 6.083041 50.801521, 6.081298 50.801659, 6.078855 50.799917, 6.079376 50.798908, 6.07972 50.795011, 6.07972 50.79501, 6.083906 50.796614, 6.089136 50.796199, 6.093323 50.797802, 6.094545 50.798673, 6.099075 50.796378, 6.105006 50.797843, 6.109194 50.799446, 6.114946 50.79802, 6.119476 50.795724, 6.126451 50.795169, 6.126792 50.79127, 6.123827 50.790538, 6.123826 50.790538, 6.122424 50.786778, 6.122945 50.785768, 6.126252 50.7826, 6.126593 50.778701, 6.127635 50.776681, 6.125191 50.77494, 6.1224 50.773871, 6.122924 50.772854, 6.122999 50.77287)))",638
41f069ba-43e9-40ce-b0a3-df2f8f555f15,"POLYGON((7.776817 49.460313, 7.772876 49.461703, 7.770658 49.462919, 7.767702 49.462225, 7.762038 49.463788, 7.762037 49.463788, 7.762037 49.463789, 7.762283 49.46674, 7.761051 49.465872, 7.760312 49.463962, 7.758342 49.461184, 7.755386 49.460489, 7.750461 49.457016, 7.745782 49.456494, 7.742826 49.455799, 7.742581 49.452847, 7.742829 49.448853, 7.742829 49.4488523314885, 7.739136 49.446247, 7.734951 49.444683, 7.735937 49.442599, 7.734462 49.438777, 7.734217 49.435824, 7.734465 49.43183, 7.734465 49.431829, 7.733235 49.43096, 7.73299 49.428007, 7.735943 49.428702, 7.735944 49.428702, 7.739145 49.425402, 7.741361 49.424186, 7.747024 49.422622, 7.749733 49.420363, 7.752934 49.417061, 7.7537445 49.4165809, 7.76403 49.416667, 7.766227 49.416712, 7.780624 49.421113, 7.7858543 49.419985, 7.787401 49.420528, 7.792079 49.421048, 7.793803 49.420873, 7.79799 49.422435, 7.800453 49.424172, 7.801932 49.427994, 7.804395 49.42973, 7.804151 49.433725, 7.804151 49.433726, 7.804152 49.433726, 7.807107 49.43442, 7.808339 49.435288, 7.813019 49.435807, 7.816959 49.434414, 7.818683 49.43424, 7.817207 49.437368, 7.814991 49.438586, 7.812284 49.440846, 7.812283 49.440846, 7.812283 49.440847, 7.813023 49.442756, 7.815488 49.444492, 7.812779 49.446752, 7.811055 49.446927, 7.809823 49.446059, 7.809083 49.444149, 7.809083 49.444148, 7.809082 49.444148, 7.803911 49.444672, 7.80391 49.444672, 7.80391 49.444673, 7.803418 49.445714, 7.805637 49.451446, 7.802192 49.458743, 7.797018 49.459266, 7.794309 49.461525, 7.793816 49.462567, 7.790861 49.461873, 7.79086 49.461873, 7.787658 49.465174, 7.786673 49.467258, 7.783716 49.466564, 7.78002 49.46396, 7.780513 49.462919, 7.780513 49.462918, 7.780512 49.462918, 7.776817 49.460313), (7.745291 49.450589, 7.74726 49.453368, 7.749477 49.452153, 7.754156 49.452675, 7.754895 49.454584, 7.754402 49.455626, 7.760559 49.459968, 7.767456 49.459273, 7.776817 49.460313, 7.779773 49.461007, 7.782237 49.462744, 7.785686 49.462395, 7.787164 49.459269, 7.795046 49.456487, 7.797263 49.455271, 7.800464 49.451969, 7.801941 49.448842, 7.802186 49.444846, 7.806126 49.443455, 7.80785 49.44328, 7.805387 49.441543, 7.808587 49.438242, 7.810311 49.438067, 7.812527 49.436849, 7.811295 49.435981, 7.807847 49.436331, 7.803167 49.435812, 7.79824 49.432339, 7.796761 49.428517, 7.795529 49.427649, 7.793558 49.42487, 7.791834 49.425044, 7.787156 49.424525, 7.782029 49.420909, 7.780507 49.421226, 7.7662216 49.4168307, 7.7639173 49.4167717, 7.762288 49.418103, 7.760072 49.419319, 7.756133 49.42071, 7.754655 49.423838, 7.750223 49.42627, 7.746777 49.426618, 7.745298 49.429745, 7.741359 49.431135, 7.739635 49.431308, 7.738157 49.434435, 7.739387 49.435304, 7.741601 49.441036, 7.741846 49.443989, 7.745539 49.446597, 7.745046 49.447637, 7.745291 49.450589))",616
1d6b9037-14a9-4fb5-99c2-00bd187d80f2,"MULTIPOLYGON(((9.969517 53.551055, 9.969651 53.552314, 9.969348 53.554322, 9.968814 53.554152, 9.968453 53.551356, 9.962057 53.550088, 9.957509 53.548642, 9.956158 53.547829, 9.954312 53.548007, 9.950124 53.549356, 9.946927 53.548721, 9.945547 53.54907, 9.945567 53.548745, 9.945566 53.548745, 9.945566 53.548744, 9.945565 53.548744, 9.945215 53.548857, 9.947903 53.546453, 9.952105 53.54539, 9.953951 53.545212, 9.9585 53.546659, 9.961697 53.547293, 9.965733 53.547657, 9.968501 53.549654, 9.969069 53.550244, 9.969517 53.551055)), ((9.931817 53.57357, 9.932895 53.573266, 9.932896 53.573266, 9.93269 53.573677, 9.933049 53.576471, 9.930211 53.57863, 9.931562 53.579443, 9.93512 53.582872, 9.938318 53.583507, 9.940661 53.582338, 9.945211 53.583785, 9.947915 53.58541, 9.951609 53.585054, 9.955832 53.582946, 9.955829 53.583167, 9.955872 53.583683, 9.955275 53.583875, 9.954863 53.587419, 9.954763 53.587781, 9.951474 53.588838, 9.946788 53.591176, 9.945932 53.589373, 9.941877 53.586935, 9.938182 53.587291, 9.933632 53.585844, 9.924174 53.580155, 9.923833 53.579751, 9.924268 53.579364, 9.929217 53.574963, 9.930587 53.574105, 9.930588 53.574105, 9.931817 53.57357)))",608
